ID;situacao_na_venda;val_avaliacao;segmento;UF;Tipo_de_imovel;dias_ate_ser_vendido;Desconto;;;
380348862;Ocupado; R$ 122.000,00 ;C;ES;Apartamento;127;48,36%;;;
403435490;Ocupado; R$ 122.000,00 ;C;RN;Casa;310;48,76%;;;
410828795;Ocupado; R$ 122.000,00 ;C;GO;Casa;1709;51,86%;;;
465202406;Ocupado; R$ 122.000,00 ;C;GO;Casa;1404;51,19%;;;
868141239;Ocupado; R$ 122.000,00 ;C;GO;Apartamento;1626;51,68%;;;
943031869;Ocupado; R$ 124.563,00 ;B;PE;Casa;325;49,82%;;;
59956100;Desocupado; R$ 111.000,00 ;B;RS;Casa;135;43,21%;;;
98404474;Desocupado; R$ 111.000,00 ;B;AL;Casa;267;43,53%;;;
351614515;Desocupado; R$ 111.000,00 ;B;GO;Casa;66;43,04%;;;
400614777;Desocupado; R$ 111.000,00 ;B;PR;Casa;219;43,41%;;;
422502526;Desocupado; R$ 111.000,00 ;B;PE;Casa;169;43,29%;;;
500216585;Desocupado; R$ 111.000,00 ;B;BA;Casa;224;43,43%;;;
580634981;Desocupado; R$ 111.000,00 ;B;RJ;Casa;329;43,68%;;;
657716235;Desocupado; R$ 111.000,00 ;B;PB;Casa;1730;47,09%;;;
706144176;Desocupado; R$ 111.000,00 ;B;RS;Apartamento;60;43,03%;;;
817769048;Desocupado; R$ 111.000,00 ;B;MG;Casa;1579;46,72%;;;
855487934;Desocupado; R$ 111.000,00 ;B;MG;Casa;121;43,18%;;;
874270733;Desocupado; R$ 111.000,00 ;B;RJ;Casa;185;43,33%;;;
935189770;Desocupado; R$ 111.000,00 ;B;MG;Casa;143;43,23%;;;
965860216;Desocupado; R$ 111.000,00 ;B;MG;Apartamento;133;43,21%;;;
977478747;Desocupado; R$ 111.000,00 ;B;PR;Apartamento;67;43,05%;;;
979598081;Desocupado; R$ 111.000,00 ;B;RS;Apartamento;60;43,03%;;;
247074231;Ocupado; R$ 124.610,44 ;B;GO;Casa;218;49,59%;;;
626360240;Ocupado; R$ 124.655,79 ;B;RN;Casa;1752;52,91%;;;
461448410;Ocupado; R$ 122.155,05 ;C;PE;Apartamento;1736;51,91%;;;
653791196;Ocupado; R$ 124.700,00 ;B;GO;Casa;1645;52,68%;;;
310966262;Ocupado; R$ 124.794,83 ;B;GO;Casa;1583;52,54%;;;
1329556;Ocupado; R$ 125.000,00 ;B;GO;Casa;1432;52,20%;;;
21316317;Ocupado; R$ 125.000,00 ;B;MG;Apartamento;142;49,41%;;;
30485619;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1708;52,79%;;;
44776341;Ocupado; R$ 125.000,00 ;B;RS;Apartamento;120;49,36%;;;
61594647;Ocupado; R$ 125.000,00 ;B;PE;Casa;129;49,38%;;;
82585066;Ocupado; R$ 125.000,00 ;B;GO;Casa;1556;52,46%;;;
90154164;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;196;49,53%;;;
140942437;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;101;49,32%;;;
174360976;Ocupado; R$ 125.000,00 ;B;RJ;Apartamento;1585;52,53%;;;
176234024;Ocupado; R$ 125.000,00 ;B;MA;Casa;72;49,26%;;;
183580393;Ocupado; R$ 125.000,00 ;B;RJ;Casa;189;49,51%;;;
196753228;Ocupado; R$ 125.000,00 ;B;PR;Casa;204;49,54%;;;
200593722;Ocupado; R$ 125.000,00 ;B;PB;Apartamento;337;49,83%;;;
244494333;Ocupado; R$ 125.000,00 ;B;RS;Apartamento;133;49,39%;;;
260427641;Ocupado; R$ 125.000,00 ;B;SP;Casa;151;49,43%;;;
302741376;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1676;52,72%;;;
336507797;Ocupado; R$ 125.000,00 ;B;GO;Casa;1555;52,46%;;;
344441708;Ocupado; R$ 125.000,00 ;B;RS;Apartamento;177;49,49%;;;
349232117;Ocupado; R$ 125.000,00 ;B;MG;Apartamento;107;49,33%;;;
433658944;Ocupado; R$ 125.000,00 ;B;GO;Casa;458;50,09%;;;
439330050;Ocupado; R$ 125.000,00 ;B;GO;Casa;1709;52,79%;;;
443850378;Ocupado; R$ 125.000,00 ;B;MG;Casa;1620;52,60%;;;
453399646;Ocupado; R$ 125.000,00 ;B;GO;Casa;1555;52,46%;;;
462768887;Ocupado; R$ 125.000,00 ;B;GO;Casa;1583;52,52%;;;
473178456;Ocupado; R$ 125.000,00 ;B;GO;Casa;94;49,31%;;;
483941552;Ocupado; R$ 125.000,00 ;B;GO;Casa;1382;52,09%;;;
493781885;Ocupado; R$ 125.000,00 ;B;PA;Casa;1332;51,98%;;;
517310377;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1796;52,98%;;;
544747352;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1619;52,60%;;;
587376349;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;133;49,39%;;;
588690764;Ocupado; R$ 125.000,00 ;B;RS;Apartamento;183;49,50%;;;
620009399;Ocupado; R$ 125.000,00 ;B;GO;Casa;1583;52,52%;;;
653320026;Ocupado; R$ 125.000,00 ;B;RJ;Apartamento;1556;52,46%;;;
660987745;Ocupado; R$ 125.000,00 ;B;MG;Casa;1705;52,79%;;;
715256449;Ocupado; R$ 125.000,00 ;B;GO;Casa;497;50,18%;;;
772097082;Ocupado; R$ 125.000,00 ;B;PB;Apartamento;1682;52,74%;;;
797076240;Ocupado; R$ 125.000,00 ;B;GO;Casa;456;50,09%;;;
813820613;Ocupado; R$ 125.000,00 ;B;MG;Apartamento;168;49,47%;;;
823289461;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1401;52,13%;;;
835706588;Ocupado; R$ 125.000,00 ;B;PE;Casa;106;49,33%;;;
837546912;Ocupado; R$ 125.000,00 ;B;RJ;Apartamento;1521;52,39%;;;
859356537;Ocupado; R$ 125.000,00 ;B;GO;Apartamento;1794;52,98%;;;
860135859;Ocupado; R$ 125.000,00 ;B;GO;Casa;1569;52,49%;;;
911849584;Ocupado; R$ 125.000,00 ;B;GO;Casa;520;50,23%;;;
927342962;Ocupado; R$ 125.000,00 ;B;PE;Apartamento;81;49,28%;;;
938389290;Ocupado; R$ 125.000,00 ;B;RJ;Casa;434;50,04%;;;
964901142;Ocupado; R$ 125.000,00 ;B;PI;Casa;1554;52,46%;;;
374968944;Ocupado; R$ 125.057,81 ;B;GO;Apartamento;240;49,62%;;;
393162633;Ocupado; R$ 122.555,39 ;C;RJ;Apartamento;200;48,50%;;;
291795854;Ocupado; R$ 125.086,75 ;B;GO;Casa;388;49,94%;;;
37664657;Desocupado; R$ 111.500,00 ;B;RJ;Casa;191;43,32%;;;
451267738;Desocupado; R$ 111.500,00 ;B;PE;Casa;1645;46,84%;;;
552299360;Ocupado; R$ 125.200,00 ;B;GO;Apartamento;462;50,09%;;;
353841103;Ocupado; R$ 125.300,00 ;B;PB;Apartamento;1645;52,64%;;;
892357857;Ocupado; R$ 125.351,70 ;B;RJ;Casa;1683;52,71%;;;
935163952;Desocupado; R$ 111.711,36 ;B;PA;Casa;1779;47,14%;;;
634854498;Ocupado; R$ 125.500,00 ;B;MG;Casa;1564;52,45%;;;
704668205;Ocupado; R$ 125.500,00 ;B;RS;Casa;112;49,32%;;;
103730746;Ocupado; R$ 123.000,00 ;C;RJ;Casa;1522;51,38%;;;
130329865;Ocupado; R$ 123.000,00 ;C;RJ;Apartamento;93;48,24%;;;
152955068;Ocupado; R$ 123.000,00 ;C;GO;Casa;1204;50,68%;;;
199929184;Ocupado; R$ 123.000,00 ;C;PR;Casa;260;48,61%;;;
292935542;Ocupado; R$ 123.000,00 ;C;ES;Casa;1296;50,88%;;;
303139261;Ocupado; R$ 123.000,00 ;C;MG;Apartamento;184;48,44%;;;
393777319;Ocupado; R$ 123.000,00 ;C;GO;Casa;1663;51,69%;;;
411560404;Ocupado; R$ 123.000,00 ;C;GO;Casa;1568;51,48%;;;
477812062;Ocupado; R$ 123.000,00 ;C;CE;Apartamento;106;48,27%;;;
511282670;Ocupado; R$ 123.000,00 ;C;RJ;Apartamento;1555;51,45%;;;
553042852;Ocupado; R$ 123.000,00 ;C;GO;Casa;144;48,35%;;;
567409453;Ocupado; R$ 123.000,00 ;C;PA;Casa;1612;51,58%;;;
573701552;Ocupado; R$ 123.000,00 ;C;RS;Apartamento;130;48,32%;;;
962573926;Ocupado; R$ 123.000,00 ;C;RS;Apartamento;64;48,18%;;;
968484276;Ocupado; R$ 123.000,00 ;C;GO;Casa;1621;51,60%;;;
293928622;Ocupado; R$ 125.528,82 ;B;RN;Casa;1556;52,43%;;;
156105732;Desocupado; R$ 111.822,77 ;B;RN;Casa;106;43,09%;;;
789229993;Desocupado; R$ 111.859,10 ;B;GO;Casa;168;43,24%;;;
179402563;Desocupado; R$ 105.000,00 ;C;GO;Casa;1613;43,24%;;;
315105022;Ocupado; R$ 123.089,57 ;C;RJ;Apartamento;142;48,34%;;;
11993245;Desocupado; R$ 112.000,00 ;B;SC;Casa;64;42,98%;;;
940135411;Desocupado; R$ 112.000,00 ;B;SP;Casa;304;43,56%;;;
340095961;Ocupado; R$ 125.800,00 ;B;SP;Casa;107;49,30%;;;
847757365;Desocupado; R$ 112.086,64 ;B;PE;Casa;303;43,55%;;;
572378280;Ocupado; R$ 125.848,07 ;B;RJ;Apartamento;214;49,53%;;;
159957687;Ocupado; R$ 125.908,23 ;B;SC;Casa;116;49,32%;;;
804807725;Ocupado; R$ 125.930,05 ;B;PE;Casa;367;49,85%;;;
916203705;Ocupado; R$ 125.946,91 ;B;GO;Casa;1554;52,40%;;;
19240811;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;84;49,24%;;;
21162288;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;105;49,29%;;;
38007000;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;66;49,21%;;;
66262599;Ocupado; R$ 126.000,00 ;B;GO;Casa;1432;52,13%;;;
71674169;Ocupado; R$ 126.000,00 ;B;RS;Apartamento;121;49,32%;;;
73500675;Ocupado; R$ 126.000,00 ;B;PR;Casa;424;49,97%;;;
80994493;Ocupado; R$ 126.000,00 ;B;MG;Casa;130;49,34%;;;
125571896;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;165;49,42%;;;
141418102;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;128;49,34%;;;
148124918;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;141;49,37%;;;
152203709;Ocupado; R$ 126.000,00 ;B;SP;Apartamento;1695;52,70%;;;
167170060;Ocupado; R$ 126.000,00 ;B;MG;Casa;1674;52,65%;;;
167596809;Ocupado; R$ 126.000,00 ;B;RJ;Casa;1523;52,33%;;;
184798410;Ocupado; R$ 126.000,00 ;B;RN;Casa;127;49,34%;;;
201705820;Ocupado; R$ 126.000,00 ;B;GO;Casa;109;49,30%;;;
207288812;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;116;49,31%;;;
225389239;Ocupado; R$ 126.000,00 ;B;PE;Casa;182;49,45%;;;
226431422;Ocupado; R$ 126.000,00 ;B;GO;Casa;93;49,26%;;;
236096945;Ocupado; R$ 126.000,00 ;B;RS;Casa;1563;52,41%;;;
241067329;Ocupado; R$ 126.000,00 ;B;PB;Apartamento;154;49,39%;;;
266028504;Ocupado; R$ 126.000,00 ;B;MG;Casa;1659;52,62%;;;
273825926;Ocupado; R$ 126.000,00 ;B;PB;Apartamento;142;49,37%;;;
300313537;Ocupado; R$ 126.000,00 ;B;GO;Casa;1528;52,34%;;;
310631795;Ocupado; R$ 126.000,00 ;B;GO;Casa;66;49,21%;;;
324389991;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;98;49,27%;;;
326205827;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;137;49,36%;;;
343651232;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;464;50,06%;;;
351425157;Ocupado; R$ 126.000,00 ;B;GO;Casa;583;50,31%;;;
423977382;Ocupado; R$ 126.000,00 ;B;GO;Casa;339;49,79%;;;
453115546;Ocupado; R$ 126.000,00 ;B;PR;Casa;177;49,44%;;;
453236291;Ocupado; R$ 126.000,00 ;B;PE;Apartamento;1554;52,39%;;;
454884687;Ocupado; R$ 126.000,00 ;B;GO;Casa;1558;52,40%;;;
478430242;Ocupado; R$ 126.000,00 ;B;RS;Apartamento;163;49,41%;;;
483124510;Ocupado; R$ 126.000,00 ;B;CE;Casa;168;49,42%;;;
491378032;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;121;49,32%;;;
493414716;Ocupado; R$ 126.000,00 ;B;GO;Casa;1690;52,69%;;;
494332203;Ocupado; R$ 126.000,00 ;B;SP;Apartamento;1555;52,40%;;;
503925676;Ocupado; R$ 126.000,00 ;B;RS;Apartamento;101;49,28%;;;
513531775;Ocupado; R$ 126.000,00 ;B;PB;Casa;1625;52,55%;;;
522448064;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;1619;52,53%;;;
526239022;Ocupado; R$ 126.000,00 ;B;GO;Terreno;1569;52,43%;;;
539387634;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;64;49,20%;;;
543558922;Ocupado; R$ 126.000,00 ;B;GO;Casa;1526;52,33%;;;
571543601;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;1569;52,43%;;;
594588019;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;1705;52,72%;;;
598477059;Ocupado; R$ 126.000,00 ;B;PB;Casa;156;49,40%;;;
609661296;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;197;49,49%;;;
618340357;Ocupado; R$ 126.000,00 ;B;ES;Apartamento;151;49,39%;;;
625627305;Ocupado; R$ 126.000,00 ;B;SP;Casa;65;49,20%;;;
650775195;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;1774;52,87%;;;
654281222;Ocupado; R$ 126.000,00 ;B;GO;Casa;102;49,28%;;;
666358044;Ocupado; R$ 126.000,00 ;B;RS;Casa;112;49,30%;;;
669100183;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;101;49,28%;;;
689550005;Ocupado; R$ 126.000,00 ;B;PA;Casa;959;51,12%;;;
697848546;Ocupado; R$ 126.000,00 ;B;PE;Casa;189;49,47%;;;
757475499;Ocupado; R$ 126.000,00 ;B;GO;Casa;1451;52,17%;;;
757888189;Ocupado; R$ 126.000,00 ;B;PB;Apartamento;1584;52,46%;;;
758044149;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;1673;52,65%;;;
760578156;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;1583;52,46%;;;
765392046;Ocupado; R$ 126.000,00 ;B;PB;Casa;1712;52,73%;;;
772749808;Ocupado; R$ 126.000,00 ;B;PE;Casa;182;49,45%;;;
777634108;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;60;49,19%;;;
782198704;Ocupado; R$ 126.000,00 ;B;GO;Casa;1760;52,84%;;;
806897203;Ocupado; R$ 126.000,00 ;B;GO;Casa;380;49,88%;;;
848996082;Ocupado; R$ 126.000,00 ;B;RS;Apartamento;129;49,34%;;;
850188837;Ocupado; R$ 126.000,00 ;B;RS;Apartamento;155;49,40%;;;
852755871;Ocupado; R$ 126.000,00 ;B;BA;Casa;226;49,55%;;;
862459487;Ocupado; R$ 126.000,00 ;B;CE;Casa;1612;52,52%;;;
863208560;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;389;49,90%;;;
870981194;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;73;49,22%;;;
871898086;Ocupado; R$ 126.000,00 ;B;GO;Casa;1558;52,40%;;;
876037343;Ocupado; R$ 126.000,00 ;B;MG;Apartamento;157;49,40%;;;
913121787;Ocupado; R$ 126.000,00 ;B;RS;Casa;175;49,44%;;;
918783954;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;100;49,28%;;;
921013880;Ocupado; R$ 126.000,00 ;B;MG;Casa;122;49,33%;;;
921528458;Ocupado; R$ 126.000,00 ;B;ES;Apartamento;158;49,40%;;;
934192842;Ocupado; R$ 126.000,00 ;B;CE;Casa;1731;52,77%;;;
941248068;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;144;49,37%;;;
944045112;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;92;49,26%;;;
944202389;Ocupado; R$ 126.000,00 ;B;PE;Casa;101;49,28%;;;
952788837;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;1558;52,40%;;;
960333402;Ocupado; R$ 126.000,00 ;B;PB;Apartamento;128;49,34%;;;
967339773;Ocupado; R$ 126.000,00 ;B;PB;Casa;1197;51,63%;;;
977422659;Ocupado; R$ 126.000,00 ;B;RJ;Apartamento;1428;52,12%;;;
979538283;Ocupado; R$ 126.000,00 ;B;BA;Casa;108;49,30%;;;
989425884;Ocupado; R$ 126.000,00 ;B;GO;Apartamento;64;49,20%;;;
999574883;Ocupado; R$ 126.000,00 ;B;PR;Casa;1582;52,45%;;;
50280093;Ocupado; R$ 126.070,00 ;B;PB;Apartamento;319;49,74%;;;
974185748;Ocupado; R$ 126.072,00 ;B;PE;Casa;297;49,70%;;;
760764653;Ocupado; R$ 126.123,25 ;B;GO;Apartamento;1632;52,55%;;;
938187298;Ocupado; R$ 123.700,00 ;C;MG;Casa;106;48,24%;;;
617589295;Ocupado; R$ 126.374,14 ;B;RJ;Casa;163;49,40%;;;
146735013;Ocupado; R$ 110.000,00 ;A;MA;Comercial;1705;45,64%;;;
174182100;Ocupado; R$ 126.400,00 ;B;PE;Apartamento;114;49,29%;;;
902257625;Ocupado; R$ 126.444,41 ;B;PR;Apartamento;185;49,44%;;;
477634675;Ocupado; R$ 123.900,00 ;C;RS;Apartamento;457;49,00%;;;
555488731;Ocupado; R$ 126.500,00 ;B;MG;Casa;150;49,37%;;;
576300867;Ocupado; R$ 126.500,00 ;B;GO;Apartamento;1676;52,62%;;;
28806182;Ocupado; R$ 123.962,54 ;C;MG;Casa;1619;51,52%;;;
95212248;Ocupado; R$ 123.983,90 ;C;GO;Casa;65;48,14%;;;
1332967;Ocupado; R$ 124.000,00 ;C;GO;Casa;1521;51,31%;;;
83630147;Ocupado; R$ 124.000,00 ;C;PR;Casa;189;48,41%;;;
223686650;Ocupado; R$ 124.000,00 ;C;MG;Casa;66;48,14%;;;
287243046;Ocupado; R$ 124.000,00 ;C;GO;Casa;1814;51,95%;;;
303336487;Ocupado; R$ 124.000,00 ;C;MA;Casa;1374;50,99%;;;
593203887;Ocupado; R$ 124.000,00 ;C;GO;Casa;1583;51,44%;;;
601062409;Ocupado; R$ 124.000,00 ;C;GO;Apartamento;343;48,74%;;;
957773874;Ocupado; R$ 124.000,00 ;C;RJ;Apartamento;1520;51,31%;;;
219330195;Ocupado; R$ 126.598,62 ;B;MG;Casa;1737;52,75%;;;
89890469;Ocupado; R$ 126.619,15 ;B;MG;Apartamento;176;49,42%;;;
637864047;Ocupado; R$ 126.680,00 ;B;MT;Casa;63;49,17%;;;
143812233;Ocupado; R$ 126.719,69 ;B;RJ;Casa;1554;52,35%;;;
282642798;Desocupado; R$ 106.000,00 ;C;MT;Casa;1404;42,60%;;;
520582853;Desocupado; R$ 106.000,00 ;C;SP;Casa;85;39,24%;;;
769409235;Desocupado; R$ 106.000,00 ;C;MG;Casa;70;39,21%;;;
896121487;Desocupado; R$ 106.000,00 ;C;GO;Casa;157;39,43%;;;
603085846;Ocupado; R$ 126.824,97 ;B;RJ;Apartamento;1652;52,55%;;;
127158183;Desocupado; R$ 113.000,00 ;B;RN;Casa;1570;46,52%;;;
277998886;Desocupado; R$ 113.000,00 ;B;MG;Casa;144;43,12%;;;
371115969;Desocupado; R$ 113.000,00 ;B;GO;Casa;65;42,93%;;;
459710240;Desocupado; R$ 113.000,00 ;B;RJ;Casa;112;43,04%;;;
534276878;Desocupado; R$ 113.000,00 ;B;MG;Apartamento;1585;46,56%;;;
49466187;Ocupado; R$ 126.987,61 ;B;RN;Casa;109;49,26%;;;
14111197;Ocupado; R$ 127.000,00 ;B;MG;Apartamento;206;49,46%;;;
25673958;Ocupado; R$ 127.000,00 ;B;CE;Casa;129;49,30%;;;
32701950;Ocupado; R$ 127.000,00 ;B;RJ;Apartamento;107;49,25%;;;
74818776;Ocupado; R$ 127.000,00 ;B;GO;Casa;1653;52,54%;;;
81435069;Ocupado; R$ 127.000,00 ;B;RJ;Casa;1645;52,52%;;;
97152163;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;141;49,33%;;;
120214061;Ocupado; R$ 127.000,00 ;B;RS;Apartamento;151;49,35%;;;
183204942;Ocupado; R$ 127.000,00 ;B;RS;Casa;135;49,31%;;;
210159678;Ocupado; R$ 127.000,00 ;B;GO;Casa;1627;52,48%;;;
287719699;Ocupado; R$ 127.000,00 ;B;PE;Apartamento;290;49,64%;;;
301356888;Ocupado; R$ 127.000,00 ;B;RS;Apartamento;143;49,33%;;;
310113618;Ocupado; R$ 127.000,00 ;B;PA;Casa;1673;52,58%;;;
324679072;Ocupado; R$ 127.000,00 ;B;GO;Casa;130;49,30%;;;
369612269;Ocupado; R$ 127.000,00 ;B;GO;Casa;625;50,35%;;;
387875864;Ocupado; R$ 127.000,00 ;B;RS;Casa;1708;52,66%;;;
482987716;Ocupado; R$ 127.000,00 ;B;PB;Apartamento;295;49,65%;;;
520238039;Ocupado; R$ 127.000,00 ;B;RJ;Casa;324;49,71%;;;
591326357;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;462;50,01%;;;
592576374;Ocupado; R$ 127.000,00 ;B;AM;Casa;1408;52,02%;;;
621553594;Ocupado; R$ 127.000,00 ;B;MG;Casa;1708;52,66%;;;
629712304;Ocupado; R$ 127.000,00 ;B;PB;Casa;1619;52,47%;;;
636771701;Ocupado; R$ 127.000,00 ;B;RN;Casa;1311;51,81%;;;
637249898;Ocupado; R$ 127.000,00 ;B;GO;Casa;1533;52,28%;;;
645660192;Ocupado; R$ 127.000,00 ;B;RS;Casa;121;49,28%;;;
668148815;Ocupado; R$ 127.000,00 ;B;GO;Casa;1204;51,59%;;;
726588078;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;151;49,35%;;;
733872307;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;1558;52,34%;;;
751281057;Ocupado; R$ 127.000,00 ;B;GO;Casa;522;50,14%;;;
779327487;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;1402;52,01%;;;
784890829;Ocupado; R$ 127.000,00 ;B;MG;Casa;80;49,20%;;;
794563498;Ocupado; R$ 127.000,00 ;B;MT;Casa;1781;52,81%;;;
795014056;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;1562;52,35%;;;
799589907;Ocupado; R$ 127.000,00 ;B;PA;Apartamento;1463;52,14%;;;
814159228;Ocupado; R$ 127.000,00 ;B;PR;Casa;1585;52,40%;;;
826029976;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;141;49,33%;;;
833031564;Ocupado; R$ 127.000,00 ;B;RJ;Apartamento;134;49,31%;;;
861190695;Ocupado; R$ 127.000,00 ;B;RJ;Apartamento;141;49,33%;;;
878246929;Ocupado; R$ 127.000,00 ;B;GO;Apartamento;1586;52,40%;;;
887983141;Ocupado; R$ 127.000,00 ;B;PE;Apartamento;365;49,80%;;;
971983133;Ocupado; R$ 127.000,00 ;B;RJ;Apartamento;436;49,95%;;;
980063076;Ocupado; R$ 127.000,00 ;B;GO;Casa;98;49,23%;;;
994158659;Ocupado; R$ 127.000,00 ;B;GO;Casa;73;49,18%;;;
723052340;Ocupado; R$ 124.500,00 ;C;GO;Casa;1738;51,74%;;;
270637416;Desocupado; R$ 113.300,00 ;B;GO;Casa;1652;46,69%;;;
46303662;Ocupado; R$ 127.311,00 ;B;RJ;Casa;1656;52,53%;;;
79346612;Ocupado; R$ 127.323,26 ;B;GO;Casa;1569;52,34%;;;
77901689;Ocupado; R$ 127.368,00 ;B;PE;Apartamento;121;49,27%;;;
749869090;Ocupado; R$ 127.393,50 ;B;RJ;Apartamento;107;49,24%;;;
917566799;Desocupado; R$ 113.500,00 ;B;RS;Apartamento;128;43,05%;;;
131678468;Ocupado; R$ 127.500,00 ;B;GO;Apartamento;137;49,30%;;;
211875492;Ocupado; R$ 127.500,00 ;B;MS;Casa;247;49,53%;;;
12776241;Ocupado; R$ 127.513,09 ;B;PE;Casa;86;49,19%;;;
451492377;Ocupado; R$ 111.000,00 ;A;MA;Casa;1555;45,18%;;;
979051825;Ocupado; R$ 111.000,00 ;A;RN;Casa;175;41,82%;;;
50546677;Ocupado; R$ 125.000,00 ;C;PE;Apartamento;1785;51,81%;;;
53450412;Ocupado; R$ 125.000,00 ;C;PR;Casa;1656;51,53%;;;
141461162;Ocupado; R$ 125.000,00 ;C;GO;Casa;1682;51,59%;;;
206357280;Ocupado; R$ 125.000,00 ;C;MG;Apartamento;130;48,24%;;;
419433297;Ocupado; R$ 125.000,00 ;C;CE;Casa;128;48,23%;;;
421505423;Ocupado; R$ 125.000,00 ;C;GO;Casa;1296;50,75%;;;
456691057;Ocupado; R$ 125.000,00 ;C;GO;Casa;1554;51,31%;;;
457944789;Ocupado; R$ 125.000,00 ;C;MG;Apartamento;137;48,25%;;;
479466694;Ocupado; R$ 125.000,00 ;C;GO;Casa;1564;51,33%;;;
503701267;Ocupado; R$ 125.000,00 ;C;RS;Apartamento;114;48,20%;;;
524788607;Ocupado; R$ 125.000,00 ;C;RS;Casa;1710;51,65%;;;
563173780;Ocupado; R$ 125.000,00 ;C;MG;Casa;1653;51,53%;;;
637957871;Ocupado; R$ 125.000,00 ;C;MA;Casa;1673;51,57%;;;
647152480;Ocupado; R$ 125.000,00 ;C;GO;Casa;1695;51,62%;;;
668239653;Ocupado; R$ 125.000,00 ;C;GO;Casa;1558;51,32%;;;
685447237;Ocupado; R$ 125.000,00 ;C;GO;Casa;1296;50,75%;;;
737691321;Ocupado; R$ 125.000,00 ;C;RS;Apartamento;1649;51,52%;;;
857843504;Ocupado; R$ 125.000,00 ;C;GO;Casa;1814;51,87%;;;
894267207;Ocupado; R$ 125.000,00 ;C;RJ;Casa;64;48,09%;;;
497151830;Ocupado; R$ 127.702,00 ;B;GO;Apartamento;1584;52,35%;;;
167668545;Desocupado; R$ 113.800,00 ;B;RJ;Casa;142;43,06%;;;
370844053;Ocupado; R$ 127.800,00 ;B;GO;Casa;1612;52,40%;;;
454666231;Ocupado; R$ 127.842,71 ;B;SP;Casa;224;49,47%;;;
445523180;Ocupado; R$ 127.933,21 ;B;RJ;Apartamento;72;49,14%;;;
876965469;Ocupado; R$ 127.933,73 ;B;MG;Casa;155;49,32%;;;
311538278;Ocupado; R$ 127.937,63 ;B;RJ;Apartamento;137;49,28%;;;
555103906;Ocupado; R$ 125.361,00 ;C;RS;Casa;129;48,22%;;;
32970939;Ocupado; R$ 128.000,00 ;B;GO;Casa;1309;51,75%;;;
102792404;Ocupado; R$ 128.000,00 ;B;GO;Apartamento;155;49,32%;;;
111232115;Ocupado; R$ 128.000,00 ;B;GO;Casa;1564;52,29%;;;
121128165;Ocupado; R$ 128.000,00 ;B;MG;Casa;1688;52,55%;;;
122874666;Ocupado; R$ 128.000,00 ;B;MG;Apartamento;63;49,12%;;;
175131584;Ocupado; R$ 128.000,00 ;B;GO;Casa;1309;51,75%;;;
192644879;Ocupado; R$ 128.000,00 ;B;GO;Casa;1453;52,05%;;;
237618219;Ocupado; R$ 128.000,00 ;B;GO;Apartamento;1794;52,77%;;;
238502562;Ocupado; R$ 128.000,00 ;B;GO;Casa;93;49,18%;;;
254145864;Ocupado; R$ 128.000,00 ;B;CE;Casa;1575;52,31%;;;
303243589;Ocupado; R$ 128.000,00 ;B;PE;Casa;162;49,33%;;;
319520006;Ocupado; R$ 128.000,00 ;B;ES;Casa;1739;52,66%;;;
